parts_id,parts_name
i1-1684,R19093-02 rebuilt kit for solenoid valve
i1-1685,Big House spray gun c/w container
i1-1686,GSR12-2 Bosch cordless drill c/w 3 batteries & accessories
i1-1687,00BCSCAN barcode hand scanner for SSEL8404
i1-1688,00BCSCAN8403 Barcode hand scanner for SSEL8403
i1-1689,VOID
i1-1690,#113183010 HP piston for SKB20
i1-1691,#113129023 LP piston for SKB20
i1-1692,"TCI-SL1200 12"" FRP cover c/w skirting"
i1-1693,"#SC34112  3"" Evertite dipping cap"
i1-1694,"#34107 3"" buna N gasket for dipping cap"
i1-1695,#12633 Starman Grease Gun
i1-1696,"#HG-0.4 Starwill heavy grease 2, 400g tub."
i1-1697,794380-323 Position sensitive pan/sump sensor
i1-1698,329356-004 8 input sensor interface module
i1-1699,Plain grey sticker 203mm x 151mm
i1-1700,Plain grey sticker 153mm x 110mm
i1-1701,Plain grey sticker 60mm x 88mm
i1-1702,S-main display Adv Grey 2H 3W-286mm x 330mm-Petronas
i1-1703,S-PPU-205mm x 109mm-silver
i1-1704,140945945 magnet switch with cable clip
i1-1705,N23232-02 Solenoid coil only for Advantage
i1-1706,881015-R Vista main display
i1-1707,EN500S-PETRON-NBV-97-L 115mm x 428mm
i1-1708,EN500S-PETRON-NBV-97-R 115mm x 428mm
i1-1709,"EN500S-PETRON-NBV-L-""95RON"" yellow 115mm x 428mm"
i1-1710,"EN500S-PETRON-NBV-R ""95RON"" green 115mm x 428mm"
i1-1711,"EN500S-PETRON-NBV-L ""DIESEL"" grey 115mm x 428mm"
i1-1712,"EN500S-PETRON-NBV-R ""DIESEL"" grey 115mm x 428mm"
i1-1713,EN500S-PETRON-PPL-97+95 205mm x 426mm
i1-1714,EN500S-PETRON-PPL-95+97 205mm x 426mm
i1-1715,EN500S-PETRON-PPL-95+DIESEL  205mm x 426mm
i1-1716,"EN500S-PETRON-PPL ""95RON/DIESEL"" 205mm x 426mm"
i1-1717,EN500S-PETRON-PPL-95+95  205mm x 426mm
i1-1718,"EN500S-PETRON-PPL ""DIESEL/DIESEL' 205mm x 426mm"
i1-1719,#16187 ICI Pearl Glo 5 litres
i1-1720,#2191 ICI Dulux pentalite
i1-1721,#4450 Sonoflex adaptor
i1-1722,#16551 ICI supreme
i1-1723,#25075 ICI Pearl Glo
i1-1724,410153-001 Check valve & spring
i1-1725,"5BBPDI-2137 unleaded spout, s/s tip,2 screw holes"
i1-1726,"5BBDI-2135 spout kit for 11B with s/s tip ,2 screw hole"
i1-1727,NA1-4X4 S-ENC-MDP-4X4-382mm x 447mm-BHP
i1-1728,NA1-4X4 S-ENC-KP-385mm x 109mm-BHP
i1-1729,#91002475 discharge pipe for mdl 2475
i1-1730,NIS 6308 bearing
i1-1731,NA1-R-2H S-DYNAMICDIESEL-R-500S-205mm x 333mm
i1-1732,"M12803A003 PCA, door node 5"
i1-1733,330051-002 power supply board 230v
i1-1734,Killark fitting-ENY3
i1-1735,SC-5-LB sealing compound
i1-1736,PF-4 Fiber
i1-1737,11 BPW-3102NFM OPW auto nozzle with aircraft grade unleaded spout
i1-1738,"11BP-99093UN 3/4"" OPW ULG auto nozzle"
i1-1739,"241TPS-0241C 2 plane swivel 3/4""m x 3/4""f NPT"
i1-1740,"241TPS-1000C 2 plane swivel 1""m x 1""f NPT"
i1-1741,Eprom 27C256 c/w programming
i1-1742,Transistor MPSA29
i1-1743,IC 74HC393
i1-1744,IC SG2524BN
i1-1745,Diode IN5060
i1-1746,Resistor 0.08 ohm 1%
i1-1747,10 litre S/S calibration can
i1-1748,FL100/CD/D400 1020mm dia composite manhole & frame
i1-1749,"Numbering decal 1-14 for ENC500S (rubine,red & white) set of 100 each"
i1-1750,"EKK Transformer 230v/24v x 2, 25va"
i1-1751,T20005-G4 pump controller board
i1-1752,"#159504-05 Husky XS nozzle,5/8"" spout with EZ lever, full scuff guard,splash guards,yellow"
i1-1753,"#159504-03 Husky XS nozzle ,5/8"" spout with EZ lever,full scuff guard,splash guard,green"
i1-1754,"#159523-04 Husky XS nozzle,3/4"" spout with Sight glass,EZ lever,full guard,splash guard,black"
i1-1755,"#159524-03 Husky XS nozzle,5/8"" spout with sight glass,EZ lever,full guard,splash guard,green"
i1-1756,"#159524-05 Husky XS nozzle,5/8"" spout with sight glass,EZ lever,full guard,splash guard,yellow"
i1-1757,"#159559-03 Husky XS nozzle,5/8""spout with EZ 2pc lever,full guard,green"
i1-1758,"#159559-05 Husky XS nozzle,5/8"" spout with EZ 2pc lever,full guard,yellow"
i1-1759,"#159561-04 Husky XS nozzle,3/4"" spout with EZ 2pc lever,splash guard,black"
i1-1760,"#4860 Husky 1""Mx1""F heavy duty hi-flo swivel"
i1-1761,"#1808-03 husky waffle splash guard,green"
i1-1762,"#1808-04 Husky waffle splash guard,black"
i1-1763,"#1808-05 Husky waffle splash guard,yellow"
i1-1764,BHP-KPP 385x109mm
i1-1765,S-Primax95-73.15 x 342.9mm Wayne
i1-1766,S-Primax95-95.25 x 520.7mm Wayne
i1-1767,S-Primax95-95.25 x 698.5mm Wayne
i1-1768,"numbering 1-20 ,electro cut,white"
i1-1769,Petron faceplate (decal) for Clipsal tyre inflator
i1-1770,#R0819500A Kit terminal box 0.5/0.7hp
i1-1771,"Pedestal Keypad,grey,Chevron"
i1-1772,40FC Yellow sealant
i1-1773,PRK-HSEAL-10 hydroseal foam 10 oz tube
i1-1774,D.O.L (3hp)
i1-1775,Pressure switch MDR2/11 (1 port)
i1-1776,3hp 3ph 2pole motor
i1-1777,Bare block W0.30
i1-1778,M07217A001 rotary valve & ring Assy
i1-1780,329358-001 eight input intstl/liquid sensor module
i1-1781,"F210-2S Frontier 2H1G ,high flow,suction high hose pump c/w accessories"
i1-1782,"Q11755-01 Seal,quad ring"
i1-1783,856060-060 TLS2 touch screen console 240vac
i1-1784,846390-101 0.1gph magplus magnetrostrictive probe 4ft
i1-1785,"5BBS-2135 alum spout,aircraft grade."
i1-1786,Encore500S-NA0 2h1p MPD c/w EMV flexpay CRIND M012089A(PETRON)
i1-1787,140295 Base system PSS5000 EU cabinet w.CPB509 LAM498-34 Malaysia/SW410-38
i1-1788,413035 basic software license fee
i1-1789,413370 Extended info softw. license fee
i1-1790,133845 module DSB457
i1-1791,125694 cable DOMS. No 33
i1-1792,413227 Freight
i1-1793,PSB/75/PS pipe entry seal boot only with clips
i1-1794,S-PRIMAX97-4X4-208X381mm
i1-1795,Bosch GBH2-18RE R/hammer drill
i1-1796,Bosch SDS plus adaptor & chuck
i1-1797,Bosch power chuck
i1-1798,Bosch 64mm hole saw
i1-1799,Bosch 89mm hole saw
i1-1800,"24"" heavy duty pipe wrench"
i1-1801,"18"" heavy duty pipe wrench"
i1-1802,10mm open ring spanner
i1-1803,13mm open ring spanner
i1-1804,15mm open ring spanner
i1-1805,19mm open ring spanner
i1-1806,BHP-MDS-E300-382x447mm main decal - big
i1-1807,BHP-MDS-E300-109x385mm main decal - small
i1-1808,"846402-001 4"" float kit, 5ft cable"
i1-1809,846360-112 12' Atex mag plus probe
i1-1810,S-PRIMAX95-419X378MM for NA0
i1-1811,PETRONAS S-PRIMAX95-4X4-208X381MM
i1-1812,"66REC-1000 3/4"" reconnectable breakaway"
i1-1813,Bracket for Wayne air inflator
i1-1814,330020-425 Ethernet TCP/IP communications module
i1-1815,330404-020
i1-1816,"848703-005 Wayne installation kit,5' cable"
i1-1817,"330160-060 leak detection,risk management for PLLD"
i1-1818,11BPW-9109 recond nozzle c/w spout
i1-1819,5BBH-5136 spout kit for 7HB
i1-1820,"5BBPS-2137 unleaded alum spout,aircraft grade."
i1-1821,400988931 Check valve (SC70236) for FEP STP
i1-1822,18w E27 daylight biobulb
i1-1823,Encore500S-NA1 4h2p MPD (Petron spoecial) c/w EMV flexpay CRIND M012089A
i1-1824,Encore500S-NA0 2h1p MPD(Petron special) c/w EMV flexpay CRIND M012089A
i1-1825,Cylindrical lock set
i1-1826,89MDA-240/35-205-950kp/D/O/BS/GY/JP/HC/SHMY portable tyre inflator
i1-1827,22mm dia Emergency stop top button only
i1-1828,83-0143 PCC tagging interface for TIM & TVD
i1-1829,81-0246 Tagging visual display retail
i1-1830,"85-0153 power supply unit 9v,1.7a,15.3w PBA15F-9 with cvr"
i1-1831,83-0051 Focus s/w with visual consolenforecourt mngr & configuration
i1-1832,82-0314 PCC4EX Postec with ethernet mainboard
i1-1833,81-0454 gilbarco UPI-current loop
i1-1834,ATOM SBC plate assy with 2gb RAM include intergratuin to operating system
i1-1835,85-0202 80GB SSD
i1-1836,85-0181  Windows embedded licence
i1-1837,83-0151 Foresight single site with card/transaction management
i1-1838,Magnus mdl HL-190 Internal gear pump c/w internal relief valve
i1-1839,"2"" Yodoshi/KINCO GI Elbow 45 deg"
i1-1840,"36.5"" FRP manhole cover"
i1-1841,T17328-G1R PCB pump preset display for Adv.
i1-1842,
i1-1843,"Bondseal 801,21 oz"
i1-1844,HP Piston ring set W03-002-51H
i1-1845,HP Piston W03-004-51H
i1-1846,Conn rod W03-13-014- LP
i1-1847,Bearing W03-13-019-(6204)
i1-1848,oil seal W03-13-024
i1-1849,LP Piston W03-004-65L
i1-1850,LP Piston ring set W03-002-65L
i1-1851,"1/2"" check valve ,3CP-CV-0.5"", for Dancom W0.30"
i1-1852,Flange c/w bolts & nuts for sump
i1-1853,# 400200930 Wire connector kit for FE Petro (SC70239)
i1-1854,"F230-4D high hose 4x4 2grade dispenser,std flow c/w accessories"
i1-1855,"EN500S-Petron-2H-Diesel, 205x333mm"
i1-1856,#21965280UA Metal starter box
i1-1857,Q10546-02 Gasket
i1-1858,N18360-02 Nozzle hook
i1-1859,880048-1 Isotrol control box with relay
i1-1860,"Pedestal card reader top head 2 sided ,grey, for Petron"
i1-1861,794380-320 Discriminating dispenser pan sensor
i1-1862,794380-350 discriminating containment sump sensor
i1-1863,794380-624 groundwater sensor 15' to 20'
i1-1864,794390-409 interstitial sensor 10' to 12'
i1-1865,"13"" FRP manhole cover for ATG"
i1-1866,072-718-1 packer manifold 'O' ring
i1-1867,60/40 0.8mm soldering lead 250g
i1-1868,Hakko 981  soldering gun
i1-1869,Sanwa Digital multimeter Japan
i1-1870,Sanwa analog multimeter Japan
i1-1871,void
i1-1872,"Elaflex Integrated Sight glass with pump safety break 3/4"" male NPT x 3/4"" female NPT with BS"
i1-1873,"Elaflex integrated sight glass with pump safety break 1"" male NPT x 1"" female NPT with BS black"
i1-1874,T19976-G3R Piston meter (recond) for Encore
i1-1875,T20011-G1R Controller board assy
i1-1876,T15849-G2R PCB hydraulic interface board
i1-1877,"XS nozzle with s/gls,swivel/sftybreak,yellow grds & 13/16"" spout & hose w/cplgs"
i1-1878,"XS nozzle with s/gls,swivel/sfty break,black grds & 15/16"" spout & hoses w/cplgs"
i1-1879,Husky #7085 combination swivel/reconnectable safety break
i1-1880,"Husky CP12HW9.5 hose 3/4"" x 9.5ft c/w cplgs"
i1-1881,Husky #4145-SG-Y full grip guards with sight glass opening-Yellow
i1-1882,Husky 4145-SG-B full grip guards with sight glass opening-Black
i1-1883,Hiusky 4145-SG-G full grip guard with sight glass opening-green
i1-1884,Encore 300-NC1 4H2G pump
i1-1885,K34673 Kit T-LN lock & key
i1-1886,CR14213-22ATF2   3/4hp (750w) Motor 230v/50hz/1ph
i1-1887,WAYNE860427-01R Vista drive board
i1-1888,"K35514 valve, seal replacement kit for piston meter PA024"
i1-1889,SKT-IC-14P  14 pin socket for IC
i1-1890,"CAP-2200UF Capacitor,100v85dc"
i1-1891,74HC32 IC
i1-1892,74HC574 IC
i1-1893,EN55010GA811 Brand view canopy for PETRON Malaysia
i1-1894,Sandpaper grade 240
i1-1895,M01598A001-R Pump controller-recond
i1-1896,M07555A004-R power supply-recond
i1-1897,Kovax P240 circular sanding paper x 100shts/bx
i1-1898,"OPW-60TT-4"" Top seal delivery Elbow c/w 3"" x 4"" adaptor"
i1-1899,"846402-100  2"" float -gasoline"
i1-1900,"846402-101  2"" float kit for Diesel"
i1-1901,848460-001 Pressure line leak Detector without swift check valve
i1-1902,"3mm lock nut & 3mm x 30mm button head screw set,galvanized,  for OPW nozzle latch"
i1-1903,91092411 5.5hp motor 1450rpm 4P-B3 415v/3ph/50hz foot mounted
i1-1904,"Metal keypad 16 digits without backlight,"
i1-1905,Cat6 schneider UTP cable x 100m
i1-1906,"1 1/2"" GI nipple"
i1-1907,"Viton O ring 7.5"" x 7mm (+)"
i1-1908,"91092411A 5.5hp motor 2890rpm 415v/3ph/50hz IP55 foot mounted, c/w 7"" pulley."
i1-1909,Gas detector oxygen sensor replacement # MC-XWOO-Y-OR
i1-1910,Gas detector oxygen sensor replacement # MC2-XWHM-Y-UK
i1-1911,PETRONAS Side panel sticker E500S-PRIMAX95-125x535mm
i1-1912,PETRONAS Side panel sticker E500S-PRIMAX97-125X535mm
i1-1913,Side panel sticker E500S-DYNAMICDIESEL-125x535mm
i1-1914,2HP FE STPVS2-VL2-12- STP c/w Mag VFC and leak detector-Gasoline
i1-1915,2HP FE STPVS2-VL2-12 - STP c/w Mag VFC & leak detector-diesel
i1-1916,1.5HP FE STP150B-VL2-12BN- STP c/w smart controller & Leak detector-Gasoline
i1-1917,1.5HP FE STP150B-VL2-12BN- STP c/w Smart controller & leak detector-diesel
i1-1918,32012957 Air element for mdl 3000
i1-1919,32172942 LP valve plate gasket for mdl 3000
i1-1920,32172934 HP airhead gasket for mdl 3000
i1-1921,32228298 spacer plate gasket for mdl 3000
i1-1922,32172959 HP valve plate gasket for mdl 3000
i1-1923,32256257 Unloader piston for nmdl 3000
i1-1924,32228314 LP discharge stop plate for nmdl 3000
i1-1925,30221501 discharge valve spring for mdl 3000
i1-1926,30181499 discharge valve plate for mdl 3000
i1-1927,21980131 check valve for mdl 3000
i1-1928,"muffler, 3/4"" for mdl 3000"
i1-1929,32172926 LP airhead gasket for mdl 3000
i1-1930,wheel for SKB20
i1-1931,M6x16 s/s cap screw DIN912 FT (100/pk)
i1-1932,M6 SS316 Nut-DIN934 (100/pk)
i1-1933,M5x16 SS CSK machine screw -DIN965 (100/pk)
i1-1934,"1/2 "" S/S 304 nipple"
i1-1935,34 way flat cable x 76.2m (250ft) length
i1-1936,34 way FRC plug
i1-1937,PF083A relay base only
i1-1938,MK2P (MK8P) Omron relay w/o base
i1-1939,"Black auto paint,Nippon, fast dry, 1 litre"
i1-1940,"#R16783000  K600/3 pressure pulser cable 1.05mt SS, Piusi"
i1-1941,#144-194-5 Trapper
i1-1942,"4"" dia x 30"" long Riser pipe, 1 side NPT, 1 side BSP threaded."
i1-1943,"EPK-EMV-ECIM-PETRON-DS OPT retrofit kit , (PETRON) 2 sided for E500S"
i1-1944,"EPK-EMV-ECIM-PETRON-SS OPT Retrofit kit, (PETRON) 1 sided, for E500S"
i1-1945,bulb holder NNE 8332 250v 50hz
i1-1946,Software ver.26 upgrade (SHELL)
i1-1947,331500-308 Software upgrade & ECPU (SHELL)
i1-1948,Safety vest-orange with printingf and reflective strap.
i1-1949,"FAL15 Falcon Topper Solution 15"" display unit"
i1-1950,19SSEL8804L/220 Nupi welding machine-lite
i1-1951,19SCUT Nupi pipe cutter
i1-1952,19SLRCUT Nupi blade for pipe cutter
i1-1953,19SEBECOMT Nupi installation tool for SEBE
i1-1954,#32170953 Air filter complete
i1-1955,140915373 s/s cover 213mm
i1-1956,140923122 side panel-hose column
i1-1957,140958672 hose column cpl
i1-1958,140840802 roller
i1-1959,140756892 nozzle boot with lock
i1-1960,140938156 splash gard EK652 ZVA-yellow
i1-1961,140919926 splash gard EK652 ZVA-green
i1-1962,140919946 splash gard EK652 ZVA-black
i1-1963,140919856 Nozzle gard kit EK44 t sort EK403 yellow
i1-1964,140919796 nozzle gard kit EK044 t sort EK403 green
i1-1965,140919746 nozzle gard kit EK044 t sort socket EK403 black
i1-1966,140919566 ZVZ2 3m r nozzle
i1-1967,140919696 ZVA 3m Tmv nozzle
i1-1968,140826066 sort socket sc16 short-yellow
i1-1969,140826076 sort socket sc16 short -green
i1-1970,140826056 sort socket sc16 short kurz-black
i1-1971,"141008216 Elaflex SL-2 hose.16x4, 70m yellow 2x16-1"" cr nr,ks16"
i1-1972,"141009486 SL-2hose.16x4,70m green 2x16-1"" cr nr,ks16"
i1-1973,"140963226 SL-2hose.16x4,70m black 2x16-1"" cr nr,ks16"
i1-1974,"140563286 break fitting ssb16, 0 f zva w/o vapor recovery"
i1-1975,Sticker-PERODUA 800mm x 500mm
i1-1976,Sticker-PERODUA 290mm x 210mm
i1-1977,Sticker-Danger sign 290mm x 210mm
i1-1978,"2"" TSP GI Plug"
i1-1979,21982814 belt guard 2475
i1-1980,"FLOWCO TESTED PLATE 35mm x 142mm x 0.5mm thk, aluminium"
i1-1981,"O Ring,Viton 21.99ID x 5.33H, OSR BS 316 D75"
i1-1982,"O Ring,Viton 88.27ID x 5.33H, OSR BS 341 D75"
i1-1983,"M05612K010 3/4"" casting hose outlet (replaces M05612B010)"
i1-1984,Pico 446-841 1 amp fuse
i1-1985,TIP122 Transistor
i1-1986,PICO 446-853 fuse
i1-1987,Resistor 68R
i1-1988,Resistor 10 kohm 5%
i1-1989,Capacitor 1F5.5V
i1-1990,PSB/125 pipe seal kit for 125mm pipe
i1-1991,FL600/SRK Seal replacement kit
i1-1992,Groots sucker DS-100
i1-1993,"SKB20 bare block,black w/fly-fil (1)"
i1-1994,"BALMA REX/KSUR type HSS Pipe dies (thread chaser)  1""-2"""
i1-1995,Ridgid thread cutting oil x 1 litre
i1-1996,"1.5"" Kinco/Yodoshi GI cap"
i1-1997,"39.5"" dia metal checker plated manhole cover(Fibrelite)"
i1-1998,"Collar T shirt,Lacoste,navy blue/light blue with emblem & pocket."
i1-1999,"FL90-SK300 12"" deep FRP skirt for FL90"
i1-2000,33`1500-320 BIR Software
i1-2001,Calgaz quad gas cylinders (4 gas mix) 58L
i1-2002,S-HPI-L-PRIMAX95-208X378MM
i1-2003,S-PRIMAX95+PRIMA97-205X333MM
i1-2004,S-HPI-L-DYNAMICDIESEL-208X378MM
i1-2005,S-HPI-R-DYNAMICDIESEL-208X378MM
i1-2006,PETRONAS S-DYNAMICDIESEL-419X378MM
i1-2007,S-PPU-B03-SILVER-205X109MM
i1-2008,Oil seal 19x35x7 (for E300)
i1-2009,S-DYNAMICDIESEL-LGY-564X57MM
i1-2010,Dancom HW-80H bare compressor unit
i1-2011,S-2H-BLANK-294X173MM
i1-2012,S-4H-BLANK-104X172MM
i1-2013,S-BLANK-B-500S-205X429MM
i1-2014,S-NBV-L-500S-429X115MM
i1-2015,S-NBV-R-500S-429X115MM
i1-2016,PRIMAX95-4 VISTA-280X39MM
i1-2017,3V 399D-342X89MM
i1-2018,DYNAMIC DIESEL 3V 387D-697X89MM
i1-2019,3V 394D-513X89MM
i1-2020,VISTA 1V-350X70MM
i1-2021,V 1V387-730X70MM
i1-2022,3G2230D-565x78mm
i1-2023,DD1394-696X78MM
i1-2024,"2.5"" x 2"" reducing adaptor,NPT thread."
i1-2025,"M01212A005 Assy,door center,no CIM,gray 2733"
i1-2026,"M01210A005 Assy,door left,no CIM,gray 2733"
i1-2027,V02-13-017 crankshaft for Dancom W0.30
i1-2028,Bosch GSR 14.4-2-LI cordless drill c/w 2 batterries
i1-2029,"gasket,oil resistant for Nupi SAQM21 counter flange"
i1-2030,"Brass adaptor 1"" male x 0.75"" female"
i1-2031,"M12702A001 PCA,SP-III pump cotrl node 2"
i1-2032,"36"" EBW manhole cover c/w skirting"
i1-2033,"Toyota 1/2"" impact wrench model TS0281/TJE334"
i1-2034,"MPI Preset board membrane switch, 144mm x 137mm c/w graphic overlay"
i1-2035,SEB110 entry boot 110mm
i1-2036,W03-005-51H HP Piston pin
i1-2037,"3M safety goggle,clear,UV,silicon free #2700"
i1-2038,"SAQF2 2"" counter steel flange-Female"
i1-2039,M8 x 35mm galv bolt c/w nut & 2 spring washers
i1-2040,Aluminium box-small
i1-2041,Aluminium box-large
i1-2042,M13448A001 Manager keypad & Flex mag assy EN500
i1-2043,M00515A003 Manager keypad cable EN500
i1-2044,Replacement seal kit for FC-254
i1-2045,"F230-2DH high hose, 2 grade dispenser,high flow c/w accessories"
i1-2046,"F230-2SH high hose, 2 grade dual suction pump,high flow c/w accessories"
i1-2047,"BALMA REX/KSUR type HSS pipe dies (thread chaser)  1/2"" - 3/4"""
i1-2048,"2HP 3ph,3000rpm,415v motor-recond"
i1-2049,CKGJ062-01 Chips (replaces CKGJ031/CKGJ017)
i1-2050,CKGE029 software mark
i1-2051,SAQF2 63mm CI counter flange-female
i1-2052,"Ear plugs DuraFit Reusable ,corded, #HP-201"
i1-2053,S-PRIMAX97-419X378MM
i1-2054,S-PPI-PRIMAX97-341X195MM
i1-2055,S-PPU-PRIMAX97-205X109MM
i1-2056,S-PPI-DYNAMICDIESEL-341X195MM
i1-2057,S-PPI-DYNAMICDIESEL-205X109MM
i1-2058,"SG8x1 AI propeller sight glass with plastic glass 3/4"" NPT male x 1"" BSP female"
i1-2059,"PSB 16.0X1 with BS16 green 1"" BSP male x 1"" BSP female safety break"
i1-2060,"PSB 16.0x1 with BS16 yellow 1"" BSP male x 1"" BSP female safety break"
i1-2061,"PSB 16.0x1 with BS16 black 1"" BSP male x 1"" BSP female safety break"
i1-2062,FL90GREY/C250 cover only
i1-2063,FL90F frame only
i1-2064,M10699A003 PPU cable to main display
i1-2065,HT60002 Hi Tech 60 230v cabinet pump
i1-2066,F210-1S single  2 sided 1 hose pump only
i1-2067,"2"" x 8m cargo belt"
i1-2068,"26"" industrial stand fan"
i1-2069,FL7A lifting handle
i1-2070,Advantage mild steel sheet c/w screws & powder coating.
i1-2071,PRIMAX97 4Vista-280x39mm
i1-2072,DYNAMIC DIESEL-4Vista-280x39mm
i1-2073,PRIMAX97-3V 399D-520X89mm
i1-2074,DYNAMIC DIESEL-3V399D-520X89mm
i1-2075,"Yellow decal 265x300mm,black wordings"
i1-2076,"Black decal 109x205mm,white wordings"
i1-2077,S-PRIMAX97-4X4-208x381mm
i1-2078,PRIMAX95-3G2230D-565x78mm
i1-2079,848702-050 DIM Installation kit (Wayne)
i1-2080,S-PPU-PRIMAX97-341x195mm
i1-2081,S-PPU-DYNAMICDIESEL-341x195mm
i1-2082,3V 399D-95 - 520x89mm
i1-2083,3V 399D-97-520x89mm
i1-2084,VOID
i1-2085,UV ray hardening FRP pre-impregnated sheet 500mm x 12 meter long x 6 sq meter roll
i1-2086,UV ray hardening FRP pre-impregnated sheet 100mm x 12m x 6 sq m
i1-2087,11B OPW scuff guard c/w splash guard-blue
i1-2088,PETRON S-GB 2W main display 265 x 300mm
i1-2089,"Elaflex SL16 black x 2.90m c/w V16 3/4"" NPT male thread fittings"
i1-2090,"Elaflex SL16 black x 0.30m c/w V16 3/4"" NPT male thread hose"
i1-2091,"Elaflex SL25 Black x 2.74m c/w V25 1"" NPT male fittings"
i1-2092,"Elaflex SL25 black x 0.30m c/w V25 1"" NPT male fittings"
i1-2093,"Elaflex SL19 black x 2.90m c/w V19 3/4"" NPT male fittings"
i1-2094,"Elaflex SL19 black x 0.30m c/w V19 3/4"" NPT male fittings"
i1-2095,pipe seal kit for 125mm #PSB/125
i1-2096,S-DynamicDiesel-EURO5-R-208x381mm
i1-2097,S-DynamicDiesel-EURO5-L-208x381mm
i1-2098,M10996A001 pwr supply board/PCA 24VDC (E500S)
i1-2099,"Bosch progressor hole saw 51mm (2"")"
i1-2100,"Bosch progressor holesaw 76mm (3"")"
i1-2101,"ST pipe wrench 24"""
i1-2102,Yellow air hose 8.5mm x 90m
i1-2103,3 core wire 45Mx70x100% copper c/w metal switch & plug top
i1-2104,Pedestal bracket 32mm x 32mm for PIUSI pump
i1-2105,Faceplate sticker -PETRON 185mmx185mm
i1-2106,Loctite Fixmaster metal magic steel  4oz #209681
i1-2107,Loctite Fixmaster underwater repair epoxy 4 oz # 235487
i1-2108,RIPOXY R-802EX-1B x 180kg drum
i1-2109,50mm UPP conduit pipe
i1-2110,Petron-E500S totaliser-grey-45mm x 121mm
i1-2111,Petron-E500S-Keypad-grey-112mm x 132mm
i1-2112,Petron-E500S-Card reader-grey-62mm x 90mm
i1-2113,Petron-E500S-Main display-grey-205mm x 155mm
i1-2114,"IRF 2.0LP Split encapsule repair fitting,with fill tubes for studded fittings 2.0 OD pipes"
i1-2115,"IRF XL3.5 Split XL encapsulation fitting,with fill tubes  for 3.5"" opening"
i1-2116,"IRI 3.5x2.0 Split insert for 2.0"" OD pipes"
i1-2117,"IRI 8BWEDGE Split wedge gasket for ""L"" series fitting,7.5 deg of angle"
i1-2118,"ISR 4.8x2.0 Split reducer fitting,4.8x2.0"
i1-2119,"IRF 2.5LP Split encapsulation repair fitting,with fill tubes for studded fittings 2.5OD pipes"
i1-2120,"IRI 3.5x2.5 Split insert for 2.5"" pipes"
i1-2121,"IRI L3.5LP Split large encapsulation repair kit for curved/flat sumps with fill tubes,for 2"" pipe"
i1-2122,"IRI 3.5x1.4 Split insert 3.5"" x 1.4"""
i1-2123,"IRF M3.5LP Split medium encapsulation repair kit for curved/flat sumps with fill tubes for 3.5"" pipe"
i1-2124,IAC MGUN20 manual dispernsing gun for fastfill/fiberfuse/215ml fastfoam
i1-2125,IAC FASTFUSE glue to fuse split materials
i1-2126,IAC SIKA10 sikaflex gasket sealant 10oz tube
i1-2127,IAC FFOAM215 Fastfoam instant water block 215ml
i1-2128,"IAC FASTFILL rapid set two part filler,20oz"
i1-2129,"IAC FIBREFUSE fibreglass bonder,2 part, 20oz"
i1-2130,IMC RKIT Crack repair kit for poly/fibreglass sumps
i1-2131,"66V-1350 OPW 1"" breakaway"
i1-2132,"7HB-5400N OPW 1"" automatic nozzle, black guards"
i1-2133,"66V-0300 OPW 3/4"" breakaway"
i1-2134,"set of numerical decals , numbered 1 to 20,for E500S-Rubine red & white"
i1-2135,STK-TRIND CSC cover overlay-black-Chevron
i1-2136,STK-Printer door option keypad-black-Chevron
i1-2137,"Main display-black with white fonts, 235mm x 115.7mm-Chevron"
i1-2138,Left nozzle boot overlay-Premium 97-Chevron-115mm x 425mm
i1-2139,"Right nozzle boot overlay-Premium 95, 115mm x 425mm-Chevron"
i1-2140,"Right nozzle boot overlay-bio diesel, 115mm x 525mm-Chevron"
i1-2141,Bezel door upper graphics-Premium 97-Chevron-205mm x 131mm
i1-2142,"Bezel door upper graphics-Premium 95 ,205mm x 131mm-Chevron"
i1-2143,"Bezel door upper graphics-Bio diesel, 205mm x 131mm-Chevron"
i1-2144,Grade brand panel-Premium 97/95-Chevron-426mm x 205mm
i1-2145,Grade brand panel-Bio diesel-Chevron-426mm x 205mm
i1-2146,STK-lower door assy 93cm x 62cm-Chevron
i1-2147,"2"" steam union coupling with brass seats."
i1-2148,R19096-G1 pulser drive assy
i1-2149,M8 x 50mm galv bolt c/w 2 nuts & 2 spring washers
i1-2150,Lead seal plier 190mm (Germany) with eyelite embossed wording
i1-2151,EL/TAT/SXE-N2111 GRP solid base sump & corbel for Tatsuno
i1-2152,DSQ6/360 PCB-quantum board (SC58162)
i1-2153,FL140BLACK/A15 Fibrelite cover c/w frame & seal
i1-2154,FL140F Alum frame with seal
i1-2155,W02808-10 casting manifold-advantage
i1-2156,FL140/SRK seal replacement kit.
i1-2157,Wide view magnifier #MA-1503I
i1-2158,"1.5"" dia x 6m length class C galvanised pipe"
i1-2159,"2""dia x 6m length class C galvanised pipe"
i1-2160,63mm PVC pipe cutter
i1-2161,#857080-211 Mag probe sump sensor
i1-2162,#846390-107 8' Mag probe with water detection
i1-2163,"846402-100 2"" float kit-Gasoline"
i1-2164,"846402-101 2"" float kit-Diesel"
i1-2165,"2.5"" x 76CMHG to 100PSI ""Unijin"" P.251 'BD' s/s casing oil filled compound gauge ,with cert."
